Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,CarAge,Brand,Model
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.8,10.545341438708522,1.0296194171811581,2013,VOLKSWAGEN,PoloPetrol
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,10.26,8.3,8.989444293202451,2.1162555148025524,2019,MARUTI,DzireAMT
Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,,5.25,11.880342505440863,1.6582280766035324,2010,MAHINDRA,ScorpioVLX
Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,,2.9,11.931635799828413,1.0647107369924282,2010,MARUTI,SwiftVdi
BMW 3 Series 320d Prestige,Pune,2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,15.0,11.170435156023453,2.70805020110221,2013,BMW,3Series
Tata Nano STD SE,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,,0.53,11.289781913656018,-0.6348782724359695,2012,TATA,NanoSTD
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,,12.5,11.3753057264371,2.5257286443082556,2014,TOYOTA,Innova2.5
Honda Brio S Option MT,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,,2.75,10.126631103850338,1.0116009116784799,2012,HONDA,BrioS
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,6.94,5.0,7.600902459542082,1.6094379124341003,2018,TATA,TiagoAMT
Mahindra Scorpio SLE BSIV,Kochi,2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,7.09,10.719714825653304,1.958685340544036,2014,MAHINDRA,ScorpioSLE
BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,67.87,19.99,11.532718288296781,2.995232148512309,2011,BMW,5Series
Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,21.085,10.75,11.214775461066532,2.3749057545736716,2014,TOYOTA,CorollaAltis
Honda City i VTEC CVT VX,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,9.45,10.126631103850338,2.2460147415056513,2016,HONDA,Cityi
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,15.59,2.9,11.604647396523173,1.0647107369924282,2008,HYUNDAI,VernaCRDi
Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,4.7,10.491274217438248,1.547562508716013,2015,MARUTI,SwiftDzire
Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,7.11,10.640890824350612,1.9615022438151495,2016,MARUTI,CiazZXi
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.25,11.443800441894497,1.8325814637483102,2014,FORD,Ecosport1.5
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,4.42,2.2,11.302204433654575,0.7884573603642703,2011,MARUTI,AltoK10
Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,9.47,8.86,10.154907530801994,2.1815467646169897,2019,HONDA,AmazeV
Mahindra XUV500 W6 2WD,Delhi,2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,9.3,10.51867319162636,2.2300144001592104,2015,MAHINDRA,XUV500W6
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,7.57,10.939869764668103,2.0241930674493576,2017,MAHINDRA,TUV300
Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,9.1,7.9,8.987196820661973,2.066862759472976,2017,HONDA,JazzVX
Maruti Swift VXI BSIII W/ ABS,Kochi,2018,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,6.995,5.65,9.588023099071895,1.7316555451583497,2018,MARUTI,SwiftVXI
Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.25,11.083495479408231,1.1786549963416462,2013,VOLKSWAGEN,PoloPetrol
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,19.18,16.27,10.121176253167373,2.7893229212309465,2019,HYUNDAI,Creta1.6
Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,3.21,11.07953916300766,1.1662709371419244,2011,CHEVROLET,BeatLS
Honda Amaze VX i-DTEC,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,9.665,3.9,10.545367754151743,1.3609765531356006,2013,HONDA,AmazeVX
Mercedes-Benz E-Class 230 E AT,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,,6.5,11.251560700835821,1.8718021769015913,2008,MERCEDES-BENZ,E-Class230
BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,78.31,48.0,10.203592144986466,3.871201010907891,2016,BMW,5Series
Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,42.89,18.9,10.571316925111784,2.9391619220655967,2016,AUDI,A335
Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,3.6,11.782952602183288,1.2809338454620642,2015,MARUTI,SwiftDzire
Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,5.5,10.668955394675699,1.7047480922384253,2015,MARUTI,SwiftDzire
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,,7.0,11.127262984158243,1.9459101490553132,2011,TOYOTA,Innova2.5
BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,,41.75,10.718077729583944,3.7316994512968646,2016,BMW,X3xDrive20d
BMW 5 Series 2003-2012 525d,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,67.87,10.5,11.695247021764184,2.3513752571634776,2007,BMW,5Series
Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,10.09,11.363160155335496,2.3115448343655176,2014,MAHINDRA,XUV500W8
Honda City 1.5 S MT,Delhi,2009,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.0,11.177438742570308,1.0986122886681098,2009,HONDA,City1.5
Force One LX 4x4,Chennai,2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,,12.0,10.819778284410283,2.4849066497880004,2014,FORCE,OneLX
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,9.56,4.91,11.097410021008562,1.5912739418064292,2015,VOLKSWAGEN,Polo1.5
Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,,2.0,10.714417768752456,0.6931471805599453,2010,HONDA,JazzS
Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,7.05,5.3,11.144597169432782,1.667706820558076,2015,TOYOTA,EtiosLiva
Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,16.91,7.22,10.601771517201225,1.9768549529047348,2014,NISSAN,TerranoXV
BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,64.76,32.57,10.511158540743622,3.4833916192881422,2017,BMW,X3xDrive
Hyundai i20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,2.75,10.959540226785442,1.0116009116784799,2010,HYUNDAI,i201.2
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,First,15.1,1196.0,73.0,5.0,5.01,4.33,10.689942910229725,1.4655675420143985,2018,MARUTI,Eeco5
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,3.75,10.858998997563564,1.3217558399823195,2011,FORD,FiestaEXi
Honda City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,5.91,11.017841948152846,1.776645831418007,2014,HONDA,City1.5
Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,4.35,11.375867862569148,1.4701758451005926,2013,MARUTI,SwiftVDI
Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7.45,3.25,10.968198289528557,1.1786549963416462,2014,HYUNDAI,Grandi10
Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,99.92,68.0,10.993731591533722,4.219507705176107,2017,AUDI,Q745
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,8.530000000000001,5.5,9.72016549540859,1.7047480922384253,2016,VOLKSWAGEN,Ameo1.2
Honda City i VTEC CVT VX,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,12.08,10.454379685515201,2.4915511925066687,2018,HONDA,Cityi
Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,9.165,7.48,10.651193938585422,2.012232791986386,2018,MARUTI,BalenoAlpha
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7.45,5.5,10.965159193391955,1.7047480922384253,2016,HYUNDAI,Grandi10
Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,3.5,11.608235644774552,1.252762968495368,2011,MARUTI,SwiftDzire
Maruti Swift 1.3 VXi,Delhi,2006,63000,Petrol,Manual,First,16.1,1493.0,93.7,5.0,,1.6,11.05089000537367,0.47000362924573563,2006,MARUTI,Swift1.3
Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,,15.5,11.184421397998193,2.740840023925201,2013,LAND,RoverFreelander
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,19.0,11.058086272244264,2.9444389791664403,2013,TOYOTA,Fortuner3.0
Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,11.05,8.4,9.749811759932081,2.128231705849268,2017,HONDA,JazzVX
Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.12,7.25,10.34177474101152,1.9810014688665833,2016,MARUTI,VitaraBrezza
Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.25,10.648016773545576,1.4469189829363254,2014,MARUTI,SwiftDzire
Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,14.985,5.7,10.915088464214607,1.7404661748405046,2015,SKODA,Rapid1.5
Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,Diesel,Automatic,Second,0.0,2179.0,115.0,5.0,,26.0,10.736396675471232,3.258096538021482,2013,LAND,RoverFreelander
Maruti Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.49,10.33695685705389,0.9122827104766164,2013,MARUTI,Alto800
Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,,3.0,11.082142548877775,1.0986122886681098,2011,VOLKSWAGEN,PoloPetrol
Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,5.95,11.082142548877775,1.7833912195575383,2015,HONDA,Cityi
Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,2.69,11.184421397998193,0.9895411936137477,2013,MARUTI,SwiftDzire
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,26.0,10.275051108968611,3.258096538021482,2014,AUDI,A42.0
Honda City i VTEC VX,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,5.5,10.373491181781864,1.7047480922384253,2015,HONDA,Cityi
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,4.85,10.304777289233812,1.5789787049493917,2016,FORD,FigoAspire
Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.63,8.39,10.390194648893312,2.127040520479115,2018,MARUTI,VitaraBrezza
Renault Duster 110PS Diesel RxL,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,15.05,7.99,11.327679636659028,2.0781907597781832,2015,RENAULT,Duster110PS
Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,10.25,6.95,11.04578174229036,1.9387416595767009,2016,HYUNDAI,i20Active
Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,,1.5,11.440354772135393,0.4054651081081644,2010,MAHINDRA,LoganPetrol
Honda City ZX GXi,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,,1.55,10.691944912900398,0.4382549309311553,2006,HONDA,CityZX
Ford Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,,2.75,11.269579206338499,1.0116009116784799,2010,FORD,FigoPetrol
Renault Duster Petrol RxL,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,,4.25,11.174651606402387,1.4469189829363254,2014,RENAULT,DusterPetrol
Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.85,9.798127036878302,1.0473189942805592,2015,HYUNDAI,i10Sportz
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,69.22,56.14,10.086350629348315,4.027848570933736,2019,LAND,RoverDiscovery
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,,10.0,11.50388472031808,2.302585092994046,2009,AUDI,Q52008-2012
Maruti Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,,1.25,11.03488966402723,0.22314355131420976,2003,MARUTI,VersaDX2
Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,7.5,9.546812608597396,2.0149030205422647,2017,MARUTI,SwiftDzire
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,25.81,10.710208923978403,3.2507620137305224,2015,AUDI,A42.0
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,4.3,10.691944912900398,1.4586150226995167,2014,VOLKSWAGEN,Polo1.2
Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,,11.0,11.820410164718188,2.3978952727983707,2010,TOYOTA,Fortuner3.0
Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,,11.75,11.878352993046857,2.463853240590168,2010,TOYOTA,Fortuner3.0
Honda Accord 2.4 MT,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,,6.58,11.461516374404875,1.884034745337226,2012,HONDA,Accord2.4
Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.8,10.970488767827513,1.5686159179138452,2012,MARUTI,SwiftZDi
Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,,1.65,11.018629143155449,0.5007752879124892,2008,SKODA,Fabia1.2
Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.45,15.0,10.203592144986466,2.70805020110221,2017,JEEP,Compass2.0
Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,,1.0,9.800900963761027,0.0,2014,TATA,NanoTwist
Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,,1.65,11.886397543842175,0.5007752879124892,2007,FORD,Fiesta1.6
Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,,3.6,10.645424897265505,1.2809338454620642,2015,MARUTI,CelerioZDi
Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,11.5,11.362102575235644,2.4423470353692043,2011,TOYOTA,Fortuner3.0
Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,,3.6,10.648989963430001,1.2809338454620642,2015,MARUTI,CelerioZDi
Hyundai EON Era Plus,Pune,2015,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.05,10.314205506925742,1.1151415906193203,2015,HYUNDAI,EONEra
Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,,6.0,10.757902880692196,1.791759469228055,2011,FORD,FiestaDiesel
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,3.75,10.571316925111784,1.3217558399823195,2013,VOLKSWAGEN,Polo1.2
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,6.17,10.377389822197522,1.8196988379172965,2016,VOLKSWAGEN,Polo1.2
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.89,9.05,10.982390209583826,2.2027647577118348,2017,MARUTI,VitaraBrezza
Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,4.05,11.120756569154405,1.3987168811184478,2013,HONDA,BrioS
Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,4.25,10.915088464214607,1.4469189829363254,2013,MARUTI,SwiftDzire
Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.87,3.75,10.308952660644293,1.3217558399823195,2018,MARUTI,CelerioLXI
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,16.06,11.85,10.239959789157341,2.47232786758114,2016,HYUNDAI,Creta1.6
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,8.24,10.36803884477013,2.1090003439213802,2016,FORD,Ecosport1.5
Maruti Swift VDI BSIV W ABS,Hyderabad,2016,64000,Diesel,Manual,First,17.8,1248.0,74.0,5.0,7.92,5.99,11.06663836234181,1.7900914121273581,2016,MARUTI,SwiftVDI
Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,,6.5,11.513015460920471,1.8718021769015913,2008,HONDA,CR-VRVi
Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,91.11,58.91,9.75272280064639,4.076010855533596,2019,LAND,RoverDiscovery
Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,8.0,11.216471700131324,2.0794415416798357,2014,MAHINDRA,XUV500W8
Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,4.64,10.97050596961306,1.534714366238164,2015,VOLKSWAGEN,Polo1.2
Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,,3.32,10.327643559087782,1.199964782928397,2010,HYUNDAI,i10Magna
Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,2.78,10.919279668833076,1.0224509277025455,2012,HYUNDAI,i10Magna
Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,,8.95,11.123933919554952,2.191653532286764,2016,CHEVROLET,CruzeLTZ
Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,86.97,21.95,10.826138018362865,3.08876713952118,2013,MERCEDES-BENZ,E-ClassE
Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,,7.9,10.714417768752456,2.066862759472976,2013,HYUNDAI,Sonata2.4
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,49.49,29.0,10.683431503726073,3.367295829986474,2007,MERCEDES-BENZ,NewC-Class
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,3.25,10.714417768752456,1.1786549963416462,2013,VOLKSWAGEN,PoloDiesel
Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,5.9,9.259130536145614,1.7749523509116738,2014,HONDA,Cityi
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0,9.88,9.989160534274278,2.2905125117597764,2017,MARUTI,VitaraBrezza
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9.78,8.78,9.958638397000977,2.172476407647025,2019,HYUNDAI,Elitei20
Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,,2.75,11.407564949312402,1.0116009116784799,2011,TATA,NewSafari
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,5.98,10.850365683678074,1.7884205679625405,2014,NISSAN,Sunny2011-2014
BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,54.43,31.0,10.341742483467284,3.4339872044851463,2011,BMW,3Series
Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,,3.55,11.118726653135957,1.2669476034873244,2011,TOYOTA,Corolla1.8
Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,6.24,11.01071264430246,1.8309801823813363,2015,HYUNDAI,Verna1.6
Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,2.19,10.4341158035983,0.7839015438284094,2009,MARUTI,SwiftDzire
Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,9.14,5.5,11.133625056132672,1.7047480922384253,2013,MARUTI,DzireVDI
Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.48,2.1,9.740968623038354,0.7419373447293773,2014,MARUTI,AltoK10
Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000.0,503.0,4.0,,50.66,10.684782963622766,3.925136644573529,2011,JAGUAR,XJ5.0
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,49.49,14.0,9.998797732340453,2.6390573296152584,2012,MERCEDES-BENZ,NewC-Class
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,15.57,5.5,11.280047184559121,1.7047480922384253,2013,HYUNDAI,VernaCRDi
Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5.0,,1.2,11.05089000537367,0.1823215567939546,2007,CHEVROLET,Aveo1.6
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6.995,5.3,11.033630807483584,1.667706820558076,2014,MARUTI,SwiftVXI
Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,,6.3,11.350406535472453,1.840549633397487,2015,HYUNDAI,Verna1.6
Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,63.47,40.47,10.173209299610916,3.7005609588877744,2017,MERCEDES-BENZ,GLC220d
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,,16.1,11.082142548877775,2.7788192719904172,2013,TOYOTA,Fortuner4x2
Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,,25.0,10.714395546283317,3.2188758248682006,2014,AUDI,Q52008-2012
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,54.43,7.95,11.305999691678853,2.0731719286662407,2008,BMW,3Series
Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,,2.65,10.46310334047155,0.9745596399981308,2016,MARUTI,Alto800
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,4.42,2.81,11.087497416716467,1.0331844833456545,2012,MARUTI,AltoK10
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,,17.5,11.289781913656018,2.8622008809294686,2012,AUDI,A41.8
Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,,3.3,11.018629143155449,1.1939224684724346,2012,MARUTI,SwiftVXi
